json_obj,Post,threads
"{'author': {}, 'comments': ['I will forever miss Raymond Evans', 'Pascal once wrote that ""I\'m sorry this letter is so long, I didn\'t have time to make it short."" With that in mind I will try to keep this as short as I can. Let me first offer a thank you to you and your parents for letting me be involved in your early…See More', 'Rex, being proud of you was the easiest thing Barb and I ever encountered. We are certain that your journey will surface many wonderful and incredible adventures that we cannot wait to learn about. We love you.', 'Congrats on a great career man!  Crazy that somehow that first lesson introduced you to this whole debate world.  Have a great time in college!'], 'id': '7383f0f456fcd609ac1584ade1753c03', 'post': [""PSA: Long goodbye debate post. I definitely forgot people so I apologize and if you genuinely think I forgot you shoot me a dm and I will add you. (Facebook tag limit is weird so a bunch of them are in the comments—please wait to comment until I've tagged everyone!) Debate changed my life. I’m so fortunate to have been introduced to this activity and to have spent the past four years enjoying every minute of my time in it. In nearly all the goodbye debate posts I’ve read in t...Continue Reading""]}",PSA: Long goodbye debate post. I definitely forgot people so I apologize and if you genuinely think I forgot you shoot me a dm and I will add you. (Facebook tag limit is weird so a bunch of them are in the comments—please wait to comment until I've tagged everyone!) Debate changed my life. I’m so fortunate to have been introduced to this activity and to have spent the past four years enjoying every minute of my time in it. In nearly all the goodbye debate posts I’ve read in t...Continue Reading,"I will forever miss Raymond Evans Pascal once wrote that ""I'm sorry this letter is so long, I didn't have time to make it short."" With that in mind I will try to keep this as short as I can. Let me first offer a thank you to you and your parents for letting me be involved in your early…See More Rex, being proud of you was the easiest thing Barb and I ever encountered. We are certain that your journey will surface many wonderful and incredible adventures that we cannot wait to learn about. We love you. Congrats on a great career man!  Crazy that somehow that first lesson introduced you to this whole debate world.  Have a great time in college!"
"{'author': {}, 'comments': ['🔥🔥🔥🔥🔥🔥'], 'id': 'a917558185bb5c0801f1f42a02ef2076', 'post': [""Let's beat this pandemic together. 💪 If you want to help or start projects that respond to COVID-19, please visit responselab.stanford.edu! It's a pro-bono incubator we recently launched for these initiatives. :)""]}","Let's beat this pandemic together. 💪 If you want to help or start projects that respond to COVID-19, please visit responselab.stanford.edu! It's a pro-bono incubator we recently launched for these initiatives. :)",🔥🔥🔥🔥🔥🔥
"{'author': {}, 'comments': [""I'll miss you, Queen Mother, despite your atrocious verbatim/Dropbox formatting. Pl0z keep giving me more jokes to steal. If I ever need someone to talk to, I know you're just *over the neck and around the shoulder*. Have fun at H, and please come to tournaments often!"", 'https://www.youtube.com/watch?v=WWaLxFIVX1s', 'ngl I’m a little upset I didn’t get a shout out. I for one will always remember that time we roomed in New York', 'S/O Elly, Alena, Julia, Caroline FOR ALL ABANDONING ME/LEAVING ME FOR DEAD ON THE DEBATE TEAM', 'Congrats on an awesome career! It’s been great seeing how far you’ve come as a debater, and getting to know you/become friends through debate. Your contributions to the activity through Girlsdebate and honestly just always being a friendly face at tournaments are one hell of a legacy to leave. Best of luck at Harvard and beyond!', 'What kind of legacy have I left behind? ):<'], 'id': '1b536f7195feb2f3379bf41ecde51f13', 'post': ['[This will be longish probably – search your name if you’re interested.] For the past couple years, a lot of people have asked me why I do debate. And, honestly, I’m not really sure why I stuck with it for so long. What I am sure about is that I grew a lot as a person, learned a lot about myself, and met some incredible people.  Although not every moment in debate was pretty and I certainly didn’t get along with many people, I still value the experiences I had in the activity...Continue Reading']}","[This will be longish probably – search your name if you’re interested.] For the past couple years, a lot of people have asked me why I do debate. And, honestly, I’m not really sure why I stuck with it for so long. What I am sure about is that I grew a lot as a person, learned a lot about myself, and met some incredible people.  Although not every moment in debate was pretty and I certainly didn’t get along with many people, I still value the experiences I had in the activity...Continue Reading","I'll miss you, Queen Mother, despite your atrocious verbatim/Dropbox formatting. Pl0z keep giving me more jokes to steal. If I ever need someone to talk to, I know you're just *over the neck and around the shoulder*. Have fun at H, and please come to tournaments often! https://www.youtube.com/watch?v=WWaLxFIVX1s ngl I’m a little upset I didn’t get a shout out. I for one will always remember that time we roomed in New York S/O Elly, Alena, Julia, Caroline FOR ALL ABANDONING ME/LEAVING ME FOR DEAD ON THE DEBATE TEAM Congrats on an awesome career! It’s been great seeing how far you’ve come as a debater, and getting to know you/become friends through debate. Your contributions to the activity through Girlsdebate and honestly just always being a friendly face at tournaments are one hell of a legacy to leave. Best of luck at Harvard and beyond! What kind of legacy have I left behind? ):<"
"{'author': {}, 'comments': ['Niceeee'], 'id': '95ea1cb4770bc87f3214416ab895731b', 'post': ['This man Jonas is the real deal.  Come learn from the best at LADI this summer.']}",This man Jonas is the real deal.  Come learn from the best at LADI this summer.,Niceeee
"{'author': {}, 'comments': ['AYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY', 'Harvard Westlake NS + Peninsula Kris Kaya? daaaaang', 'Oh man', 'Is Mr. Wilairat coming too'], 'id': '90db16c4c516a43cadaabda388921221', 'post': ['Finally made it to college...']}",Finally made it to college...,AYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY Harvard Westlake NS + Peninsula Kris Kaya? daaaaang Oh man Is Mr. Wilairat coming too
"{'author': {}, 'comments': ['qt', 'This looks like Venice', 'Sick!!!!', '🐐'], 'id': '21bea5c9eef8b73c8044b04197acfa1a', 'post': ['When in Rome...']}",When in Rome...,qt This looks like Venice Sick!!!! 🐐
"{'author': {}, 'comments': [""Hi Akhil! You're moving out of the Bay Area - big news. Where to? Hope you're excited about the change of scenery."", ""I'm moving to Austin TX in a month to start grad school. Very excited! Hopefully I'll get to actually go outside a bit :D""], 'id': 'aeb7554cbc077431fb1bbc69635f453e', 'post': [""I'm moving out of San Francisco and selling a bunch of my stuff, please message if interested for details and price. I'm located in Lower Nob Hill, near Chinatown and the Financial District.  - Twin sized bed - Bed Frame - Book case ... - TV (sold) - Rug - Coffee Table - Couch See More""]}","I'm moving out of San Francisco and selling a bunch of my stuff, please message if interested for details and price. I'm located in Lower Nob Hill, near Chinatown and the Financial District.  - Twin sized bed - Bed Frame - Book case ... - TV (sold) - Rug - Coffee Table - Couch See More",Hi Akhil! You're moving out of the Bay Area - big news. Where to? Hope you're excited about the change of scenery. I'm moving to Austin TX in a month to start grad school. Very excited! Hopefully I'll get to actually go outside a bit :D
"{'author': {}, 'comments': ['caption spot on', 'needs more jpeg'], 'id': '1ba9e06a8d04517530e091254050f9a1', 'post': ['defective altruists']}",defective altruists,caption spot on needs more jpeg
"{'author': {}, 'comments': ['aw love you vinay!! I’m really proud of you ❤️', 'Love you vinay!!! So happy for you 🙂', 'Senti af', 'Tbh, i saw the tag in my notifications and I thought it was going to be some stupid picture thing. Come visit me this summer'], 'id': '5a9bf458f1de947666091222e0457db0', 'post': [""WARNING: Long and sappy It's the end of my junior year at Berkeley and I thought that I would take the time to reflect on these past 9 months and the people around me who made it all possible and enjoyable.  For the first time at Berkeley, I felt like I belonged here academically and socially....Continue Reading""]}","WARNING: Long and sappy It's the end of my junior year at Berkeley and I thought that I would take the time to reflect on these past 9 months and the people around me who made it all possible and enjoyable.  For the first time at Berkeley, I felt like I belonged here academically and socially....Continue Reading","aw love you vinay!! I’m really proud of you ❤️ Love you vinay!!! So happy for you 🙂 Senti af Tbh, i saw the tag in my notifications and I thought it was going to be some stupid picture thing. Come visit me this summer"
"{'author': {}, 'comments': ['hey i tried taking it but weirdly the music seems to not load properly (e.g. new waveforms didn\'t load after i played one or two). Maybe it\'s a browser or internet thing (i\'m on Safari) but the page threw an error at line 31,288: ""undefined is not an object (evaluating \'t._ws.playPause\')""'], 'id': '2db2133d9755a0bd345c59b4370ba0c6', 'post': [""Hi friends! Please take our music generation evaluation survey http://cortex.cs.northwestern.edu:8200/. It's a fun musical exercise and you would be helping out with our research project. :) We super appreciate it!""]}",Hi friends! Please take our music generation evaluation survey http://cortex.cs.northwestern.edu:8200/. It's a fun musical exercise and you would be helping out with our research project. :) We super appreciate it!,"hey i tried taking it but weirdly the music seems to not load properly (e.g. new waveforms didn't load after i played one or two). Maybe it's a browser or internet thing (i'm on Safari) but the page threw an error at line 31,288: ""undefined is not an object (evaluating 't._ws.playPause')"""
